Customer_ID,Age,Gender,Nationality,City,City_Tier,Marital_Status,Education,Employment_Status,Monthly_Income_AED,Has_Credit_Card,Has_Loyalty_Card,Shopping_Frequency,Preferred_Channel,Preferred_Category,Avg_Monthly_Purchases,Avg_Basket_Size_AED,Returns_Per_Year,Discount_Seeker,Social_Media_Hours_Daily,Primary_Social_Platform,Responds_To_Influencer_Ads,Clicks_Email_Campaigns,App_Sessions_Per_Week,Last_Online_Purchase_Days,Brand_Loyalty_Score,NPS_Score,Customer_Tenure_Months,Support_Tickets_Last_Year,Referrals_Made,Shops_During_Ramadan,Shops_During_DSF,Prefers_Arabic_Content,Uses_Buy_Now_Pay_Later,Will_Buy,Max_Spend,Customer_Lifetime_Value_AED,Churn_Risk_Score,Device_Type,Preferred_Payment
UAE01731,53,Female,Filipino,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,19658,1,1,Weekly,In-Store,Home and Living,12,2060,9,1,3.6,LinkedIn,1,0,28,29,9,5,65,3,7,0,1,1,0,1,8294,539110,0.0,Mobile,Digital Wallet
UAE01732,52,Female,Filipino,Dubai,Tier 1,Married,Masters,Employed Full-Time,25646,0,1,Daily,In-Store,Food and Dining,19,2851,6,1,2.8,TikTok,0,0,1,159,6,0,16,0,0,1,1,0,1,0,8180,207226,33.2,Mobile,Credit Card
UAE01733,29,Male,Indian,Sharjah,Tier 2,Single,Diploma,Employed Full-Time,18184,1,1,Rarely,Both,Fashion,15,1583,3,0,3.4,Snapchat,0,0,11,63,9,1,70,4,9,0,0,0,0,1,6610,578375,12.2,Mobile,Digital Wallet
UAE01734,24,Female,Filipino,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,16965,0,1,Weekly,Both,Fashion,5,711,5,0,4.2,Facebook,0,0,4,87,8,10,84,1,0,1,1,0,0,0,4471,156485,16.2,Desktop,BNPL
UAE01735,46,Female,Jordanian,Sharjah,Tier 2,Married,Bachelors,Self-Employed,14493,1,1,Weekly,Both,Fashion,2,1251,1,0,5.0,Instagram,1,1,28,146,3,3,6,7,6,1,0,1,0,1,6710,6710,46.6,Mobile,Digital Wallet
UAE01736,28,Male,British,Dubai,Tier 1,Married,Masters,Employed Part-Time,34486,0,0,Bi-Weekly,Both,Sports,19,2785,7,1,4.9,YouTube,0,1,12,7,2,3,35,5,7,1,1,1,0,1,15513,859678,35.6,Mobile,Digital Wallet
UAE01737,50,Female,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,5119,0,0,Monthly,Online,Luxury,14,153,2,0,5.2,Snapchat,1,0,21,155,6,5,105,7,9,0,1,0,0,0,2562,313845,30.2,Mobile,Credit Card
UAE01738,23,Male,Indian,Dubai,Tier 1,Married,PhD,Self-Employed,27624,1,1,Monthly,Both,Home and Living,9,2809,8,0,6.8,LinkedIn,1,0,23,137,2,7,115,1,0,1,0,1,0,0,6560,565800,28.4,Mobile,BNPL
UAE01739,64,Male,Indian,Sharjah,Tier 2,Married,PhD,Self-Employed,39934,0,1,Monthly,In-Store,Home and Living,1,2679,7,0,7.2,YouTube,1,0,6,20,3,2,3,5,8,1,1,1,0,0,8392,2098,50.8,Desktop,Digital Wallet
UAE01740,32,Male,Indian,Dubai,Tier 1,Single,High School,Student,1384,1,1,Daily,Both,Groceries,13,2154,5,0,6.0,Snapchat,0,1,20,117,3,5,21,2,6,0,1,0,1,1,3239,73687,41.3,Mobile,Debit Card
UAE01741,49,Male,Emirati,Sharjah,Tier 2,Married,Diploma,Employed Full-Time,14103,0,0,Monthly,Both,Electronics,17,627,9,0,1.1,Instagram,0,0,10,92,1,2,7,5,6,1,1,0,0,1,5694,56465,58.7,Mobile,Cash on Delivery
UAE01742,28,Female,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,23285,1,1,Bi-Weekly,Online,Fashion,2,1131,1,1,7.7,Snapchat,0,0,4,50,5,1,78,1,7,1,1,1,0,0,7481,97253,28.2,Desktop,Debit Card
UAE01743,40,Male,Indian,Sharjah,Tier 2,Married,Masters,Student,4071,1,1,Bi-Weekly,Online,Home and Living,14,2214,7,0,7.6,Snapchat,0,0,29,67,8,3,30,6,7,0,1,1,1,1,6217,217595,6.1,Mobile,Credit Card
UAE01744,43,Male,Indian,Abu Dhabi,Tier 1,Divorced,High School,Employed Full-Time,20557,1,0,Rarely,Online,Luxury,6,868,5,0,5.8,Twitter X,0,1,17,109,9,3,22,3,0,0,1,0,1,1,8010,88110,13.7,Mobile,Debit Card
UAE01745,51,Male,Filipino,Dubai,Tier 1,Married,Masters,Employed Full-Time,31571,1,1,Monthly,In-Store,Luxury,6,128,0,1,4.4,Instagram,0,0,5,145,7,1,14,6,3,0,0,1,0,1,10935,76545,37.9,Mobile,Cash on Delivery
UAE01746,63,Female,Indian,Sharjah,Tier 2,Married,Masters,Employed Full-Time,11718,0,0,Monthly,Online,Fashion,18,1897,5,0,2.4,TikTok,1,0,2,99,5,10,55,4,8,1,1,0,1,0,8743,721297,46.1,Tablet,Debit Card
UAE01747,51,Female,Emirati,Dubai,Tier 1,Married,Masters,Student,874,1,0,Weekly,In-Store,Electronics,19,1939,4,0,6.2,YouTube,0,0,5,149,8,2,89,6,2,1,1,0,0,0,4123,580999,42.8,Mobile,Digital Wallet
UAE01748,46,Male,Indian,Abu Dhabi,Tier 1,Married,PhD,Employed Full-Time,36031,1,1,Bi-Weekly,Online,Travel,9,608,5,0,7.1,YouTube,1,0,15,160,9,8,67,6,5,0,0,0,1,1,4076,204819,26.5,Mobile,Digital Wallet
UAE01749,21,Male,Indian,Dubai,Tier 1,Divorced,Bachelors,Student,1780,0,0,Rarely,Online,Electronics,15,2983,0,1,5.5,Instagram,0,0,2,48,9,9,5,1,3,1,1,1,1,0,4657,29106,11.7,Mobile,Debit Card
UAE01750,34,Female,Filipino,Sharjah,Tier 2,Single,Bachelors,Student,3923,0,0,Bi-Weekly,Online,Groceries,7,1756,3,1,5.2,LinkedIn,0,1,17,166,9,8,69,1,0,1,1,0,0,1,2141,86175,12.6,Mobile,Credit Card
UAE01751,52,Male,Emirati,Ras Al Khaimah,Tier 3,Married,Masters,Employed Full-Time,29318,0,1,Weekly,Online,Electronics,6,1669,6,1,1.9,Instagram,0,1,23,28,2,9,115,5,2,1,1,0,0,1,10653,612547,21.3,Mobile,Digital Wallet
UAE01752,30,Male,American,Abu Dhabi,Tier 1,Married,Masters,Employed Part-Time,15917,0,1,Monthly,Online,Beauty,5,2205,4,0,3.2,LinkedIn,1,1,3,70,3,6,59,3,2,1,0,0,1,1,6050,148729,51.4,Mobile,Debit Card
UAE01753,58,Male,Other,Abu Dhabi,Tier 1,Married,PhD,Employed Full-Time,30352,1,0,Daily,Both,Groceries,19,2896,5,1,5.9,Instagram,0,0,4,58,2,1,106,1,2,1,0,0,1,0,8482,1423562,41.5,Mobile,Digital Wallet
UAE01754,56,Female,American,Sharjah,Tier 2,Single,PhD,Employed Full-Time,18147,1,0,Monthly,Online,Fashion,1,2785,1,1,0.6,YouTube,1,0,8,10,5,4,9,6,5,0,1,0,1,1,6916,5187,26.8,Tablet,Debit Card
UAE01755,32,Male,Filipino,Dubai,Tier 1,Married,Bachelors,Self-Employed,22357,1,1,Monthly,Online,Home and Living,7,1903,7,0,5.3,Facebook,1,1,3,2,3,7,48,3,8,1,1,0,0,1,5851,163828,43.8,Desktop,Debit Card
UAE01756,46,Male,Jordanian,Ras Al Khaimah,Tier 3,Married,Bachelors,Self-Employed,24166,0,0,Bi-Weekly,Both,Groceries,18,119,9,1,6.3,TikTok,0,0,28,153,9,0,105,1,6,0,0,1,1,1,2988,470610,2.2,Mobile,Digital Wallet
UAE01757,46,Male,British,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,22628,1,1,Bi-Weekly,Online,Fashion,8,2484,3,0,3.0,TikTok,0,0,0,166,2,0,102,3,6,1,1,0,0,0,8666,589288,64.9,Desktop,Debit Card
UAE01758,28,Female,Emirati,Fujairah,Tier 3,Married,Masters,Self-Employed,25058,1,0,Weekly,Both,Sports,12,1239,5,0,1.1,Instagram,1,0,26,1,5,10,37,1,0,1,0,0,0,1,6080,224960,6.9,Mobile,Debit Card
UAE01759,49,Male,Pakistani,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,12604,1,0,Monthly,Both,Luxury,10,2952,2,0,6.6,Facebook,0,1,21,80,5,10,68,4,8,1,0,1,0,0,4422,250580,32.1,Mobile,Debit Card
UAE01760,19,Female,Jordanian,Sharjah,Tier 2,Divorced,Masters,Employed Full-Time,15093,1,1,Bi-Weekly,In-Store,Fashion,6,1131,8,0,1.6,LinkedIn,0,0,26,90,5,5,20,2,3,0,1,0,0,1,6727,67270,20.6,Mobile,Debit Card
UAE01761,64,Male,Indian,Abu Dhabi,Tier 1,Married,High School,Employed Full-Time,19111,1,0,Bi-Weekly,In-Store,Fashion,16,1524,7,0,3.3,Facebook,1,0,10,73,1,6,85,2,7,1,0,1,0,0,5028,569840,56.5,Desktop,BNPL
UAE01762,31,Male,Emirati,Abu Dhabi,Tier 1,Married,High School,Employed Full-Time,11221,1,0,Monthly,Online,Electronics,19,294,5,0,5.8,LinkedIn,0,1,4,13,10,6,50,6,0,1,1,0,0,1,4178,330758,19.0,Desktop,Digital Wallet
UAE01763,37,Female,American,Abu Dhabi,Tier 1,Single,Bachelors,Unemployed,481,1,1,Weekly,In-Store,Beauty,18,733,8,0,6.6,Twitter X,1,0,9,71,7,2,112,0,7,0,0,0,0,0,2261,379848,13.5,Mobile,Debit Card
UAE01764,39,Male,Lebanese,Dubai,Tier 1,Single,High School,Self-Employed,15602,1,0,Bi-Weekly,In-Store,Luxury,13,1849,9,1,7.0,YouTube,0,1,2,1,2,9,24,2,8,1,1,0,0,1,8287,215462,36.1,Tablet,BNPL
UAE01765,28,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,16284,0,1,Monthly,Online,Fashion,7,1651,8,1,4.5,Facebook,1,0,14,159,2,3,71,6,4,0,1,1,0,1,4128,170968,58.7,Mobile,BNPL
UAE01766,44,Female,Filipino,Abu Dhabi,Tier 1,Married,High School,Employed Full-Time,21766,0,0,Rarely,Online,Beauty,7,2882,1,0,4.1,Instagram,0,1,26,56,9,8,110,3,6,0,0,0,0,1,9939,637752,0.0,Desktop,Credit Card
UAE01767,20,Female,Indian,Ajman,Tier 3,Married,Bachelors,Employed Full-Time,19510,1,0,Daily,Both,Fashion,16,120,8,0,6.9,Twitter X,0,0,26,147,1,10,119,3,9,1,1,1,1,1,2845,451406,53.6,Tablet,Credit Card
UAE01768,34,Male,British,Abu Dhabi,Tier 1,Single,High School,Employed Full-Time,5123,0,1,Daily,Online,Groceries,10,1938,7,0,4.7,TikTok,0,0,13,4,9,9,49,5,1,1,0,1,0,1,3136,128053,6.5,Mobile,Cash on Delivery
UAE01769,61,Female,Indian,Dubai,Tier 1,Married,Masters,Self-Employed,21573,0,0,Bi-Weekly,Both,Electronics,15,1312,1,0,4.8,YouTube,0,1,4,28,6,3,8,2,0,1,0,1,1,0,6166,61660,25.4,Desktop,Digital Wallet
UAE01770,45,Male,Indian,Dubai,Tier 1,Married,Masters,Student,4834,1,1,Monthly,Both,Travel,14,2205,8,1,3.8,TikTok,1,1,7,44,5,4,75,5,5,1,0,1,0,1,4522,395675,40.2,Mobile,BNPL
UAE01771,46,Female,Jordanian,Abu Dhabi,Tier 1,Single,Bachelors,Self-Employed,6243,0,0,Weekly,Online,Sports,12,1281,4,1,3.3,TikTok,1,1,16,30,5,5,113,3,8,1,1,1,1,1,3326,375838,21.2,Mobile,BNPL
UAE01772,38,Female,Pakistani,Dubai,Tier 1,Married,Masters,Employed Full-Time,20328,0,1,Rarely,Online,Groceries,15,771,8,1,4.1,Instagram,0,0,19,36,5,6,110,4,0,1,0,0,0,1,6791,933762,30.1,Mobile,Credit Card
UAE01773,64,Female,Egyptian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,13970,1,1,Weekly,Online,Travel,8,351,2,0,3.2,Facebook,1,1,18,106,6,4,73,3,9,1,1,0,0,1,4235,206103,18.5,Mobile,BNPL
UAE01774,33,Male,Pakistani,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,21513,1,0,Daily,Both,Fashion,7,1503,3,1,3.1,Instagram,0,0,3,122,7,6,6,5,0,1,1,0,0,0,9509,33281,40.2,Tablet,BNPL
UAE01775,54,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,18630,1,0,Weekly,Online,Electronics,9,1421,0,1,8.0,YouTube,1,1,1,4,9,1,40,4,3,1,0,0,0,0,6762,202860,12.7,Desktop,BNPL
UAE01776,37,Male,Egyptian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,15714,0,1,Monthly,Both,Food and Dining,14,1965,4,0,3.0,TikTok,1,0,1,11,2,6,81,4,9,1,0,1,1,1,3025,285862,45.5,Mobile,Debit Card
UAE01777,23,Female,Indian,Dubai,Tier 1,Single,Masters,Employed Full-Time,28895,1,0,Weekly,Both,Fashion,7,2625,6,1,2.4,TikTok,0,0,1,53,4,4,54,4,5,0,0,1,1,1,10172,320418,43.2,Desktop,Credit Card
UAE01778,36,Male,Indian,Sharjah,Tier 2,Single,High School,Employed Full-Time,8501,0,0,Bi-Weekly,Both,Food and Dining,12,1479,6,0,3.2,Instagram,0,0,2,124,5,9,77,1,8,1,1,0,1,0,6122,471394,38.2,Tablet,Credit Card
UAE01779,22,Male,Indian,Dubai,Tier 1,Single,Diploma,Employed Part-Time,23157,1,0,Bi-Weekly,Online,Home and Living,14,1975,5,1,4.9,Instagram,1,1,27,88,6,4,109,0,1,0,0,0,1,0,10056,1278788,0.0,Mobile,Cash on Delivery
UAE01780,20,Female,British,Sharjah,Tier 2,Married,High School,Self-Employed,23169,1,1,Monthly,In-Store,Food and Dining,11,1001,5,0,7.3,TikTok,0,0,8,54,7,10,17,7,4,1,0,0,0,1,7091,110501,29.9,Tablet,Debit Card
UAE01781,18,Female,Other,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,5706,1,1,Daily,Online,Sports,19,305,7,1,6.4,TikTok,0,0,4,84,3,5,51,7,6,0,1,0,0,1,1662,134206,53.4,Mobile,Debit Card
UAE01782,55,Male,Other,Ajman,Tier 3,Divorced,PhD,Self-Employed,40106,1,1,Monthly,Online,Electronics,6,1003,9,1,6.8,Instagram,0,0,19,45,3,8,2,5,3,1,1,1,1,1,5433,5433,35.1,Desktop,Credit Card
UAE01783,32,Female,Pakistani,Abu Dhabi,Tier 1,Single,High School,Employed Full-Time,12566,0,0,Weekly,Online,Travel,3,1218,8,0,6.9,Instagram,0,0,28,145,9,3,30,3,5,1,1,0,1,0,5820,43650,0.0,Mobile,Credit Card
UAE01784,51,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,5612,0,1,Rarely,Both,Fashion,6,1749,3,0,7.4,TikTok,0,1,14,64,9,4,32,1,5,1,1,0,1,0,5626,90016,4.2,Mobile,Digital Wallet
UAE01785,52,Male,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,20838,1,0,Monthly,Both,Sports,9,1597,3,1,2.3,Twitter X,1,0,3,13,2,4,50,5,3,0,1,0,1,1,5279,197962,53.7,Mobile,BNPL
UAE01786,42,Male,Jordanian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,8297,1,0,Weekly,Online,Beauty,2,2659,7,0,3.9,TikTok,0,0,2,179,4,2,100,0,3,1,1,1,1,0,6356,105933,38.6,Mobile,BNPL
UAE01787,41,Male,Indian,Dubai,Tier 1,Married,Bachelors,Student,2542,0,1,Rarely,In-Store,Sports,6,409,4,0,3.4,TikTok,0,1,8,52,4,2,71,1,8,1,0,1,1,0,1315,46682,28.7,Mobile,Credit Card
UAE01788,29,Male,Other,Sharjah,Tier 2,Single,High School,Employed Full-Time,19546,0,1,Daily,Online,Luxury,14,1263,9,1,3.4,TikTok,1,0,26,143,5,0,16,3,0,1,1,0,0,0,4019,75021,18.5,Mobile,Digital Wallet
UAE01789,35,Female,Indian,Dubai,Tier 1,Single,Bachelors,Employed Part-Time,19967,0,0,Monthly,Both,Luxury,19,2393,8,0,5.4,Snapchat,1,1,9,132,2,3,83,5,4,1,0,0,0,0,5409,710832,60.8,Mobile,Credit Card
UAE01790,32,Male,Other,Ajman,Tier 3,Single,Bachelors,Employed Part-Time,13045,1,0,Bi-Weekly,Online,Luxury,4,2190,5,1,3.5,TikTok,0,0,16,82,4,8,79,4,8,1,1,0,1,1,10370,273076,40.9,Tablet,Credit Card
UAE01791,61,Male,Jordanian,Sharjah,Tier 2,Married,Bachelors,Self-Employed,5391,0,1,Bi-Weekly,In-Store,Travel,14,1203,8,1,5.1,Snapchat,1,0,29,107,3,1,55,1,8,1,1,1,0,1,4075,261479,10.3,Mobile,Debit Card
UAE01792,33,Female,Lebanese,Dubai,Tier 1,Single,Bachelors,Student,1409,0,0,Weekly,In-Store,Groceries,10,910,3,1,3.4,YouTube,1,0,21,9,6,9,57,0,8,0,1,0,0,1,3059,145302,0.5,Mobile,Credit Card
UAE01793,44,Male,Indian,Sharjah,Tier 2,Married,Bachelors,Self-Employed,12453,1,0,Bi-Weekly,Both,Travel,6,1039,0,1,2.8,Instagram,1,1,19,112,4,3,78,0,1,1,0,0,0,1,2550,99450,21.4,Mobile,Credit Card
UAE01794,25,Male,Emirati,Dubai,Tier 1,Married,Bachelors,Self-Employed,12008,1,0,Weekly,Online,Sports,11,533,3,1,3.1,Instagram,1,1,7,120,1,8,45,0,6,1,1,1,0,1,3587,147963,53.4,Mobile,BNPL
UAE01795,63,Female,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,19948,1,0,Bi-Weekly,In-Store,Luxury,13,2973,8,1,6.5,Instagram,0,0,22,67,3,8,52,5,9,1,1,0,1,1,10811,609019,35.8,Desktop,BNPL
UAE01796,42,Female,Indian,Fujairah,Tier 3,Married,Bachelors,Employed Full-Time,9425,0,1,Weekly,In-Store,Food and Dining,18,1482,6,1,5.0,TikTok,1,1,18,82,8,7,71,1,7,1,0,0,0,1,4241,451666,0.0,Desktop,Digital Wallet
UAE01797,34,Female,Emirati,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,18157,1,1,Monthly,Online,Electronics,14,390,5,0,7.8,Instagram,1,1,4,101,3,1,47,6,0,1,1,0,1,0,8224,450949,57.5,Mobile,Debit Card
UAE01798,46,Female,Pakistani,Abu Dhabi,Tier 1,Divorced,Bachelors,Employed Part-Time,21021,1,0,Bi-Weekly,Online,Groceries,11,2427,1,0,6.7,TikTok,1,0,26,120,7,10,33,6,1,0,0,1,0,1,8587,259756,15.0,Mobile,Credit Card
UAE01799,25,Female,Pakistani,Dubai,Tier 1,Single,Bachelors,Unemployed,1553,1,1,Monthly,Both,Luxury,5,1968,3,0,4.1,YouTube,0,1,10,157,2,2,98,6,0,1,1,0,1,0,2089,85300,69.1,Desktop,Credit Card
UAE01800,32,Male,Egyptian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,6805,1,0,Monthly,Both,Electronics,8,2896,0,1,2.3,Instagram,0,0,3,175,5,5,24,0,8,1,0,0,0,0,4028,64448,39.6,Mobile,Cash on Delivery
UAE01801,44,Female,Egyptian,Fujairah,Tier 3,Single,Bachelors,Employed Full-Time,19447,1,1,Weekly,Online,Beauty,4,1248,2,0,5.6,TikTok,1,1,3,116,7,1,35,7,9,0,1,1,0,0,8485,98991,54.1,Desktop,BNPL
UAE01802,63,Male,Indian,Dubai,Tier 1,Single,Masters,Employed Part-Time,12859,0,0,Daily,Both,Travel,12,1517,1,1,5.9,Twitter X,0,0,25,114,1,2,64,2,4,0,1,0,0,0,6036,386304,37.1,Mobile,Digital Wallet
UAE01803,24,Female,Other,Dubai,Tier 1,Single,Bachelors,Student,4989,1,0,Weekly,In-Store,Electronics,6,250,3,1,4.0,Instagram,1,1,14,133,1,0,85,5,3,1,1,0,0,0,1232,52360,55.8,Desktop,Credit Card
UAE01804,20,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Student,4991,1,0,Rarely,Both,Food and Dining,8,792,3,0,2.2,Instagram,0,0,7,111,8,3,88,0,7,0,1,0,0,1,3670,215306,6.5,Mobile,BNPL
UAE01805,46,Female,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,12856,1,1,Bi-Weekly,Both,Food and Dining,4,147,8,0,4.7,Snapchat,1,0,24,59,2,10,101,0,2,1,0,0,0,1,3204,107867,12.9,Mobile,Credit Card
UAE01806,61,Male,Pakistani,Abu Dhabi,Tier 1,Divorced,Bachelors,Employed Full-Time,21630,1,0,Monthly,In-Store,Groceries,10,1626,6,1,2.4,Instagram,0,0,26,35,4,5,80,1,7,1,1,1,0,1,5819,387933,2.6,Tablet,BNPL
UAE01807,41,Female,Lebanese,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,10061,1,0,Monthly,Online,Luxury,11,1341,2,1,7.5,Twitter X,1,0,12,5,3,0,60,6,2,0,0,0,0,1,4094,225170,42.8,Mobile,Cash on Delivery
UAE01808,20,Male,Emirati,Dubai,Tier 1,Single,PhD,Employed Full-Time,29954,1,1,Rarely,In-Store,Electronics,15,888,6,0,5.2,Instagram,0,1,29,50,5,0,81,6,5,1,1,1,0,1,7168,725760,21.5,Mobile,Cash on Delivery
UAE01809,37,Female,Pakistani,Dubai,Tier 1,Divorced,Masters,Unemployed,821,1,0,Bi-Weekly,Both,Luxury,5,401,7,1,2.7,Snapchat,1,1,29,60,2,7,29,3,3,1,0,0,0,1,1327,16034,18.1,Mobile,BNPL
UAE01810,63,Female,Egyptian,Ras Al Khaimah,Tier 3,Married,Masters,Employed Full-Time,13405,0,0,Bi-Weekly,Both,Beauty,3,2564,6,1,2.1,Facebook,1,0,19,15,6,6,18,1,7,1,1,1,0,1,7470,33615,10.0,Mobile,Debit Card
UAE01811,32,Male,Indian,Dubai,Tier 1,Married,Masters,Employed Full-Time,25993,1,1,Monthly,Online,Travel,15,1351,7,0,5.9,Instagram,0,1,11,108,8,6,58,1,6,1,1,0,0,1,10791,782347,10.4,Mobile,Cash on Delivery
UAE01812,42,Female,Egyptian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,4880,0,1,Monthly,Both,Fashion,2,2027,8,1,5.8,Instagram,0,0,1,115,5,6,48,2,4,1,1,0,0,1,6523,52184,42.2,Mobile,BNPL
UAE01813,47,Female,Other,Sharjah,Tier 2,Married,High School,Employed Full-Time,20818,1,1,Monthly,Both,Sports,2,505,0,0,5.0,Instagram,1,0,0,103,7,4,11,3,2,1,0,0,1,0,4591,8416,42.4,Mobile,Credit Card
UAE01814,31,Female,Other,Sharjah,Tier 2,Married,Bachelors,Self-Employed,10124,1,1,Bi-Weekly,Online,Luxury,8,1807,9,1,5.1,LinkedIn,0,1,13,152,5,3,3,7,4,1,1,0,0,1,6022,12044,52.7,Mobile,Debit Card
UAE01815,24,Male,Emirati,Ajman,Tier 3,Single,Bachelors,Employed Full-Time,9184,0,0,Bi-Weekly,In-Store,Fashion,14,1207,5,1,5.0,Facebook,1,0,25,21,6,6,42,1,3,1,1,0,0,1,4844,237356,0.0,Desktop,Credit Card
UAE01816,34,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,22368,1,0,Weekly,Online,Luxury,9,307,3,1,3.2,Instagram,0,1,19,2,9,10,18,2,7,1,0,1,1,1,4770,64395,0.0,Mobile,Debit Card
UAE01817,61,Male,Indian,Dubai,Tier 1,Married,Masters,Unemployed,1608,0,1,Monthly,Both,Food and Dining,5,2159,0,0,7.5,Facebook,0,1,7,173,10,2,16,1,4,1,1,0,1,1,5407,36046,2.5,Mobile,Debit Card
UAE01818,37,Male,Pakistani,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,24941,1,0,Bi-Weekly,In-Store,Home and Living,12,531,1,1,4.1,Facebook,1,1,15,82,1,8,41,2,9,0,1,0,1,1,7049,289009,40.6,Desktop,BNPL
UAE01819,53,Female,Indian,Dubai,Tier 1,Married,Bachelors,Self-Employed,6798,1,1,Weekly,Both,Luxury,10,1550,9,0,0.7,YouTube,0,0,4,10,10,1,117,5,9,0,0,0,0,1,3427,334132,10.9,Mobile,Debit Card
UAE01820,26,Male,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,11603,1,1,Weekly,Both,Beauty,1,1049,3,0,3.1,TikTok,1,1,1,173,9,0,65,4,4,1,1,0,1,0,6086,32965,28.4,Mobile,Credit Card
UAE01821,55,Female,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,17283,0,1,Monthly,Online,Home and Living,19,684,0,0,1.5,LinkedIn,0,1,14,165,3,7,43,0,1,1,0,0,0,1,5649,384602,36.8,Mobile,BNPL
UAE01822,39,Male,Other,Ajman,Tier 3,Single,Masters,Employed Full-Time,14453,0,0,Bi-Weekly,Online,Electronics,11,1446,5,1,3.2,TikTok,0,1,26,151,10,5,43,7,8,1,1,1,1,0,5030,198265,10.5,Mobile,Digital Wallet
UAE01823,19,Male,Emirati,Dubai,Tier 1,Married,Masters,Employed Full-Time,29513,1,0,Weekly,Both,Beauty,17,1372,0,1,5.1,LinkedIn,0,1,3,173,3,3,91,0,5,1,1,1,0,0,5811,749134,48.2,Mobile,BNPL
UAE01824,41,Female,Indian,Ras Al Khaimah,Tier 3,Married,Diploma,Employed Full-Time,5493,1,0,Weekly,Both,Home and Living,3,1125,8,1,0.7,Instagram,1,0,3,169,4,9,31,1,0,1,0,1,0,1,3114,24133,43.6,Mobile,Debit Card
UAE01825,25,Female,Pakistani,Dubai,Tier 1,Married,High School,Employed Full-Time,23063,1,1,Bi-Weekly,Both,Sports,1,1452,9,1,7.0,Instagram,0,0,9,65,8,8,109,6,2,1,0,0,0,1,5781,52510,26.3,Mobile,Cash on Delivery
UAE01826,28,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,19707,0,1,Weekly,Online,Fashion,17,2027,2,0,5.1,LinkedIn,0,0,20,61,1,4,28,2,3,1,1,0,1,1,9783,388059,39.3,Mobile,Digital Wallet
UAE01827,30,Male,Egyptian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,22009,1,0,Bi-Weekly,Both,Fashion,6,2409,0,0,2.7,Twitter X,0,0,17,118,4,10,104,6,9,1,1,0,1,1,8934,464567,37.3,Mobile,Credit Card
UAE01828,34,Male,Egyptian,Sharjah,Tier 2,Married,High School,Self-Employed,23401,1,1,Monthly,In-Store,Sports,13,2676,5,1,2.8,TikTok,1,0,6,134,7,0,51,4,9,1,1,0,0,1,6273,346583,41.5,Mobile,Credit Card
UAE01829,25,Male,Jordanian,Abu Dhabi,Tier 1,Single,PhD,Student,2648,1,1,Bi-Weekly,Online,Fashion,4,2156,5,1,4.0,Snapchat,1,1,4,18,3,0,27,0,1,1,0,1,0,1,5685,51165,32.3,Mobile,Digital Wallet
UAE01830,38,Male,American,Ras Al Khaimah,Tier 3,Single,Diploma,Employed Full-Time,7246,0,0,Rarely,Online,Groceries,5,2401,6,0,2.4,TikTok,0,1,3,91,7,6,9,6,9,1,0,1,0,0,6747,25301,39.2,Desktop,Digital Wallet
UAE01831,35,Male,Filipino,Ajman,Tier 3,Married,Bachelors,Employed Full-Time,19925,1,1,Daily,Both,Fashion,15,2132,6,0,0.5,Instagram,0,0,23,112,5,0,38,1,3,0,1,0,1,0,10059,477802,19.7,Mobile,Cash on Delivery
UAE01832,47,Male,Egyptian,Ajman,Tier 3,Married,High School,Student,3280,0,1,Weekly,In-Store,Beauty,14,697,9,1,0.7,Instagram,0,0,14,168,10,5,36,5,1,0,0,0,0,0,1754,73668,19.0,Mobile,Digital Wallet
